Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
4678	7.7143	0.85714	-2.1801	5.3519e-004
4679	6.4286	0.42857	-2.1801	4.8582e-004
4680	6.8571	0.85714	-2.1801	5.0806e-004
4681	5.5714	0.42857	-2.1801	4.5194e-004
4682	6.	0.85714	-2.1801	4.7734e-004
4683	4.7143	0.42857	-2.1801	4.1576e-004
4684	5.1429	0.85714	-2.1801	4.4393e-004
4685	3.8571	0.42857	-2.1801	3.7854e-004
4686	4.2857	0.85714	-2.1801	4.09e-004
4687	3.	0.42857	-2.1801	3.4186e-004
4688	3.4286	0.85714	-2.1801	3.7396e-004
4689	2.1429	0.42857	-2.1801	3.0775e-004
4690	2.5714	0.85714	-2.1801	3.4061e-004
4691	1.2857	0.42857	-2.1801	2.7861e-004
4692	1.7143	0.85714	-2.1801	3.1104e-004
4693	0.85714	0.85714	-2.1801	2.8736e-004
4694	0.42857	0.42857	-2.1801	2.5699e-004
4695	34.714	1.2857	-2.1801	1.9143e-003
4696	35.143	1.7143	-2.1801	2.0327e-003
4697	35.571	1.2857	-2.1801	2.097e-003
4698	33.857	1.2857	-2.1801	1.7356e-003
4699	34.286	1.7143	-2.1801	1.8476e-003
4700	33.	1.2857	-2.1801	1.5648e-003
4701	33.429	1.7143	-2.1801	1.6736e-003
4702	32.143	1.2857	-2.1801	1.4007e-003
4703	32.571	1.7143	-2.1801	1.5076e-003
4704	31.286	1.2857	-2.1801	1.2433e-003
4705	31.714	1.7143	-2.1801	1.3482e-003
4706	30.429	1.2857	-2.1801	1.0933e-003
4707	30.857	1.7143	-2.1801	1.1958e-003
4708	29.571	1.2857	-2.1801	9.5186e-004
4709	30.	1.7143	-2.1801	1.0512e-003
4710	28.714	1.2857	-2.1801	8.205e-004
4711	29.143	1.7143	-2.1801	9.1572e-004
4712	27.857	1.2857	-2.1801	7.0076e-004
4713	28.286	1.7143	-2.1801	7.9066e-004
4714	27.	1.2857	-2.1801	5.9429e-004
4715	27.429	1.7143	-2.1801	6.7747e-004
4716	26.143	1.2857	-2.1801	5.0266e-004
4717	26.571	1.7143	-2.1801	5.7755e-004
4718	25.286	1.2857	-2.1801	4.2701e-004
4719	25.714	1.7143	-2.1801	4.92e-004
4720	24.429	1.2857	-2.1801	3.6748e-004
4721	24.857	1.7143	-2.1801	4.2128e-004
4722	23.571	1.2857	-2.1801	3.2295e-004
4723	24.	1.7143	-2.1801	3.6486e-004
4724	22.714	1.2857	-2.1801	2.9144e-004
4725	23.143	1.7143	-2.1801	3.2139e-004
4726	21.857	1.2857	-2.1801	2.7116e-004
4727	22.286	1.7143	-2.1801	2.8948e-004
4728	21.	1.2857	-2.1801	2.6135e-004
4729	21.429	1.7143	-2.1801	2.6857e-004
4730	20.143	1.2857	-2.1801	2.6224e-004
4731	20.571	1.7143	-2.1801	2.5916e-004
4732	19.286	1.2857	-2.1801	2.7412e-004
4733	19.714	1.7143	-2.1801	2.621e-004
4734	18.429	1.2857	-2.1801	2.9646e-004
4735	18.857	1.7143	-2.1801	2.7741e-004
4736	17.571	1.2857	-2.1801	3.277e-004
4737	18.	1.7143	-2.1801	3.0372e-004
4738	16.714	1.2857	-2.1801	3.657e-004
4739	17.143	1.7143	-2.1801	3.3865e-004
4740	15.857	1.2857	-2.1801	4.0824e-004
4741	16.286	1.7143	-2.1801	3.7962e-004
4742	15.	1.2857	-2.1801	4.5336e-004
4743	15.429	1.7143	-2.1801	4.2432e-004
4744	14.143	1.2857	-2.1801	4.997e-004
4745	14.571	1.7143	-2.1801	4.7132e-004
4746	13.286	1.2857	-2.1801	5.453e-004
4747	13.714	1.7143	-2.1801	5.1988e-004
4748	12.429	1.2857	-2.1801	5.83e-004
4749	12.857	1.7143	-2.1801	5.6888e-004
4750	11.571	1.2857	-2.1801	6.0037e-004
4751	12.	1.7143	-2.1801	6.0295e-004
4752	10.714	1.2857	-2.1801	5.9726e-004
4753	11.143	1.7143	-2.1801	6.0583e-004
4754	9.8571	1.2857	-2.1801	5.8642e-004
4755	10.286	1.7143	-2.1801	5.9565e-004
4756	9.	1.2857	-2.1801	5.713e-004
4757	9.4286	1.7143	-2.1801	5.828e-004
4758	8.1429	1.2857	-2.1801	5.5193e-004
4759	8.5714	1.7143	-2.1801	5.6667e-004
4760	7.2857	1.2857	-2.1801	5.2833e-004
4761	7.7143	1.7143	-2.1801	5.4661e-004
4762	6.4286	1.2857	-2.1801	5.0095e-004
4763	6.8571	1.7143	-2.1801	5.227e-004
4764	5.5714	1.2857	-2.1801	4.7055e-004
4765	6.	1.7143	-2.1801	4.9553e-004
4766	4.7143	1.2857	-2.1801	4.3816e-004
4767	5.1429	1.7143	-2.1801	4.6596e-004
4768	3.8571	1.2857	-2.1801	4.0504e-004
4769	4.2857	1.7143	-2.1801	4.3509e-004
4770	3.	1.2857	-2.1801	3.7279e-004
4771	3.4286	1.7143	-2.1801	4.0432e-004
4772	2.1429	1.2857	-2.1801	3.4326e-004
4773	2.5714	1.7143	-2.1801	3.753e-004
4774	1.2857	1.2857	-2.1801	3.1837e-004
4775	1.7143	1.7143	-2.1801	3.4979e-004
4776	0.85714	1.7143	-2.1801	3.2942e-004
4777	0.42857	1.2857	-2.1801	2.9975e-004
4778	34.714	2.1429	-2.1801	1.9661e-003
4779	35.143	2.5714	-2.1801	2.1031e-003
4780	35.571	2.1429	-2.1801	2.1777e-003
4781	33.857	2.1429	-2.1801	1.788e-003
4782	34.286	2.5714	-2.1801	1.9088e-003
4783	33.	2.1429	-2.1801	1.6191e-003
4784	33.429	2.5714	-2.1801	1.7361e-003
4785	32.143	2.1429	-2.1801	1.4579e-003
4786	32.571	2.5714	-2.1801	1.5723e-003
4787	31.286	2.1429	-2.1801	1.3033e-003
4788	31.714	2.5714	-2.1801	1.4157e-003
4789	30.429	2.1429	-2.1801	1.156e-003
4790	30.857	2.5714	-2.1801	1.2659e-003
4791	29.571	2.1429	-2.1801	1.0168e-003
4792	30.	2.5714	-2.1801	1.1237e-003
4793	28.714	2.1429	-2.1801	8.8701e-004
4794	29.143	2.5714	-2.1801	9.8972e-004
4795	27.857	2.1429	-2.1801	7.6772e-004
4796	28.286	2.5714	-2.1801	8.6507e-004
4797	27.	2.1429	-2.1801	6.6012e-004
4798	27.429	2.5714	-2.1801	7.506e-004
4799	26.143	2.1429	-2.1801	5.6523e-004
4800	26.571	2.5714	-2.1801	6.4713e-004
4801	25.286	2.1429	-2.1801	4.8366e-004
4802	25.714	2.5714	-2.1801	5.5524e-004
4803	24.429	2.1429	-2.1801	4.1537e-004
4804	24.857	2.5714	-2.1801	4.752e-004
4805	23.571	2.1429	-2.1801	3.5964e-004
4806	24.	2.5714	-2.1801	4.0687e-004
4807	22.714	2.1429	-2.1801	3.1556e-004
4808	23.143	2.5714	-2.1801	3.4993e-004
4809	21.857	2.1429	-2.1801	2.8276e-004
4810	22.286	2.5714	-2.1801	3.0438e-004
4811	21.	2.1429	-2.1801	2.6196e-004
4812	21.429	2.5714	-2.1801	2.7115e-004
4813	20.143	2.1429	-2.1801	2.5456e-004
4814	20.571	2.5714	-2.1801	2.5207e-004
4815	19.286	2.1429	-2.1801	2.6138e-004
4816	19.714	2.5714	-2.1801	2.4886e-004
4817	18.429	2.1429	-2.1801	2.8151e-004
4818	18.857	2.5714	-2.1801	2.6145e-004
4819	17.571	2.1429	-2.1801	3.1248e-004
4820	18.	2.5714	-2.1801	2.8747e-004
4821	16.714	2.1429	-2.1801	3.5119e-004
4822	17.143	2.5714	-2.1801	3.2332e-004
4823	15.857	2.1429	-2.1801	3.949e-004
4824	16.286	2.5714	-2.1801	3.6559e-004
4825	15.	2.1429	-2.1801	4.4149e-004
4826	15.429	2.5714	-2.1801	4.115e-004
4827	14.143	2.1429	-2.1801	4.9038e-004
4828	14.571	2.5714	-2.1801	4.5996e-004
4829	13.286	2.1429	-2.1801	5.4247e-004
4830	13.714	2.5714	-2.1801	5.0952e-004
4831	12.429	2.1429	-2.1801	6.0414e-004
4832	12.857	2.5714	-2.1801	5.7326e-004
4833	11.571	2.1429	-2.1801	6.2252e-004
4834	12.	2.5714	-2.1801	6.5141e-004
4835	10.714	2.1429	-2.1801	6.0518e-004
4836	11.143	2.5714	-2.1801	6.2022e-004
4837	9.8571	2.1429	-2.1801	5.9293e-004
4838	10.286	2.5714	-2.1801	6.0219e-004
4839	9.	2.1429	-2.1801	5.7959e-004
4840	9.4286	2.5714	-2.1801	5.9102e-004
4841	8.1429	2.1429	-2.1801	5.6289e-004
4842	8.5714	2.5714	-2.1801	5.7726e-004
4843	7.2857	2.1429	-2.1801	5.4253e-004
4844	7.7143	2.5714	-2.1801	5.6039e-004
4845	6.4286	2.1429	-2.1801	5.1876e-004
4846	6.8571	2.5714	-2.1801	5.4015e-004
4847	5.5714	2.1429	-2.1801	4.9228e-004
4848	6.	2.5714	-2.1801	5.17e-004
4849	4.7143	2.1429	-2.1801	4.6402e-004
4850	5.1429	2.5714	-2.1801	4.917e-004
4851	3.8571	2.1429	-2.1801	4.3517e-004
4852	4.2857	2.5714	-2.1801	4.6524e-004
4853	3.	2.1429	-2.1801	4.0714e-004
4854	3.4286	2.5714	-2.1801	4.3877e-004
4855	2.1429	2.1429	-2.1801	3.8155e-004
4856	2.5714	2.5714	-2.1801	4.1366e-004
4857	1.2857	2.1429	-2.1801	3.5999e-004
4858	1.7143	2.5714	-2.1801	3.914e-004
4859	0.85714	2.5714	-2.1801	3.7343e-004
4860	0.42857	2.1429	-2.1801	3.437e-004
4861	1.2857	2.1429	0.81994	3.5963e-004
4862	0.85714	1.7143	0.81994	3.2906e-004
4863	0.42857	2.1429	0.81994	3.4338e-004
4864	0.85714	2.5714	0.81994	3.7311e-004
4865	2.1429	2.1429	0.81994	3.8116e-004
4866	1.7143	1.7143	0.81994	3.4941e-004
4867	1.7143	2.5714	0.81994	3.9104e-004
4868	3.	2.1429	0.81994	4.0674e-004
4869	2.5714	1.7143	0.81994	3.7489e-004
4870	2.5714	2.5714	0.81994	4.1328e-004
4871	3.8571	2.1429	0.81994	4.3477e-004
4872	3.4286	1.7143	0.81994	4.0391e-004
4873	3.4286	2.5714	0.81994	4.3837e-004
4874	4.7143	2.1429	0.81994	4.6362e-004
4875	4.2857	1.7143	0.81994	4.3468e-004
4876	4.2857	2.5714	0.81994	4.6484e-004
4877	5.5714	2.1429	0.81994	4.9188e-004
4878	5.1429	1.7143	0.81994	4.6555e-004
4879	5.1429	2.5714	0.81994	4.9131e-004
4880	6.4286	2.1429	0.81994	5.1838e-004
4881	6.	1.7143	0.81994	4.9514e-004
4882	6.	2.5714	0.81994	5.1661e-004
4883	7.2857	2.1429	0.81994	5.4216e-004
4884	6.8571	1.7143	0.81994	5.2232e-004
4885	6.8571	2.5714	0.81994	5.3977e-004
4886	8.1429	2.1429	0.81994	5.6253e-004
4887	7.7143	1.7143	0.81994	5.4623e-004
4888	7.7143	2.5714	0.81994	5.6002e-004
4889	9.	2.1429	0.81994	5.7923e-004
4890	8.5714	1.7143	0.81994	5.6631e-004
4891	8.5714	2.5714	0.81994	5.769e-004
4892	9.8571	2.1429	0.81994	5.9259e-004
4893	9.4286	1.7143	0.81994	5.8245e-004
4894	9.4286	2.5714	0.81994	5.9068e-004
4895	10.714	2.1429	0.81994	6.0485e-004
4896	10.286	1.7143	0.81994	5.9532e-004
4897	10.286	2.5714	0.81994	6.0186e-004
4898	11.571	2.1429	0.81994	6.222e-004
4899	11.143	1.7143	0.81994	6.0551e-004
4900	11.143	2.5714	0.81994	6.199e-004
4901	12.429	2.1429	0.81994	6.0384e-004
4902	12.	1.7143	0.81994	6.0265e-004
4903	12.	2.5714	0.81994	6.511e-004
4904	13.286	2.1429	0.81994	5.4219e-004
4905	12.857	1.7143	0.81994	5.6859e-004
4906	12.857	2.5714	0.81994	5.7296e-004
4907	14.143	2.1429	0.81994	4.9011e-004
4908	13.714	1.7143	0.81994	5.196e-004
4909	13.714	2.5714	0.81994	5.0923e-004
4910	15.	2.1429	0.81994	4.4124e-004
4911	14.571	1.7143	0.81994	4.7107e-004
4912	14.571	2.5714	0.81994	4.5969e-004
4913	15.857	2.1429	0.81994	3.9466e-004
4914	15.429	1.7143	0.81994	4.2409e-004
4915	15.429	2.5714	0.81994	4.1124e-004
4916	16.714	2.1429	0.81994	3.5099e-004
4917	16.286	1.7143	0.81994	3.7941e-004
4918	16.286	2.5714	0.81994	3.6536e-004
4919	17.571	2.1429	0.81994	3.123e-004
4920	17.143	1.7143	0.81994	3.3847e-004
4921	17.143	2.5714	0.81994	3.2312e-004
4922	18.429	2.1429	0.81994	2.8137e-004
4923	18.	1.7143	0.81994	3.0357e-004
4924	18.	2.5714	0.81994	2.873e-004
4925	19.286	2.1429	0.81994	2.6128e-004
4926	18.857	1.7143	0.81994	2.773e-004
4927	18.857	2.5714	0.81994	2.6132e-004
4928	20.143	2.1429	0.81994	2.5451e-004
4929	19.714	1.7143	0.81994	2.6203e-004
4930	19.714	2.5714	0.81994	2.4878e-004
4931	21.	2.1429	0.81994	2.6195e-004
4932	20.571	1.7143	0.81994	2.5913e-004
4933	20.571	2.5714	0.81994	2.5204e-004
4934	21.857	2.1429	0.81994	2.8278e-004
4935	21.429	1.7143	0.81994	2.6858e-004
4936	21.429	2.5714	0.81994	2.7116e-004
4937	22.714	2.1429	0.81994	3.156e-004
4938	22.286	1.7143	0.81994	2.8951e-004
4939	22.286	2.5714	0.81994	3.0441e-004
4940	23.571	2.1429	0.81994	3.5968e-004
4941	23.143	1.7143	0.81994	3.2143e-004
4942	23.143	2.5714	0.81994	3.4997e-004
4943	24.429	2.1429	0.81994	4.154e-004
4944	24.	1.7143	0.81994	3.6489e-004
4945	24.	2.5714	0.81994	4.0691e-004
4946	25.286	2.1429	0.81994	4.8368e-004
4947	24.857	1.7143	0.81994	4.213e-004
4948	24.857	2.5714	0.81994	4.7524e-004
4949	26.143	2.1429	0.81994	5.6524e-004
4950	25.714	1.7143	0.81994	4.92e-004
4951	25.714	2.5714	0.81994	5.5527e-004
4952	27.	2.1429	0.81994	6.6011e-004
4953	26.571	1.7143	0.81994	5.7753e-004
4954	26.571	2.5714	0.81994	6.4714e-004
4955	27.857	2.1429	0.81994	7.6769e-004
4956	27.429	1.7143	0.81994	6.7744e-004
4957	27.429	2.5714	0.81994	7.506e-004
4958	28.714	2.1429	0.81994	8.8697e-004
4959	28.286	1.7143	0.81994	7.9061e-004
4960	28.286	2.5714	0.81994	8.6505e-004
4961	29.571	2.1429	0.81994	1.0168e-003
4962	29.143	1.7143	0.81994	9.1566e-004
4963	29.143	2.5714	0.81994	9.8969e-004
4964	30.429	2.1429	0.81994	1.1559e-003
4965	30.	1.7143	0.81994	1.0512e-003
4966	30.	2.5714	0.81994	1.1236e-003
4967	31.286	2.1429	0.81994	1.3033e-003
4968	30.857	1.7143	0.81994	1.1957e-003
4969	30.857	2.5714	0.81994	1.2659e-003
4970	32.143	2.1429	0.81994	1.4579e-003
4971	31.714	1.7143	0.81994	1.3482e-003
4972	31.714	2.5714	0.81994	1.4156e-003
4973	33.	2.1429	0.81994	1.619e-003
4974	32.571	1.7143	0.81994	1.5075e-003
4975	32.571	2.5714	0.81994	1.5722e-003
4976	33.857	2.1429	0.81994	1.7879e-003
4977	33.429	1.7143	0.81994	1.6734e-003
4978	33.429	2.5714	0.81994	1.736e-003
4979	34.714	2.1429	0.81994	1.966e-003
4980	34.286	1.7143	0.81994	1.8475e-003
4981	34.286	2.5714	0.81994	1.9087e-003
4982	35.143	1.7143	0.81994	2.0325e-003
4983	35.571	2.1429	0.81994	2.1775e-003
4984	35.143	2.5714	0.81994	2.103e-003
4985	1.2857	1.2857	0.81994	3.1799e-004
4986	0.85714	0.85714	0.81994	2.8698e-004
4987	0.42857	1.2857	0.81994	2.994e-004
4988	2.1429	1.2857	0.81994	3.4285e-004
4989	1.7143	0.85714	0.81994	3.1062e-004
4990	3.	1.2857	0.81994	3.7238e-004
4991	2.5714	0.85714	0.81994	3.4019e-004
4992	3.8571	1.2857	0.81994	4.0462e-004
4993	3.4286	0.85714	0.81994	3.7354e-004
4994	4.7143	1.2857	0.81994	4.3774e-004
4995	4.2857	0.85714	0.81994	4.0857e-004
4996	5.5714	1.2857	0.81994	4.7015e-004
4997	5.1429	0.85714	0.81994	4.4352e-004
4998	6.4286	1.2857	0.81994	5.0056e-004
4999	6.	0.85714	0.81994	4.7693e-004
5000	7.2857	1.2857	0.81994	5.2795e-004
5001	6.8571	0.85714	0.81994	5.0767e-004
5002	8.1429	1.2857	0.81994	5.5156e-004
5003	7.7143	0.85714	0.81994	5.3481e-004
5004	9.	1.2857	0.81994	5.7094e-004
5005	8.5714	0.85714	0.81994	5.5768e-004
5006	9.8571	1.2857	0.81994	5.8608e-004
5007	9.4286	0.85714	0.81994	5.7584e-004
5008	10.714	1.2857	0.81994	5.9693e-004
5009	10.286	0.85714	0.81994	5.8899e-004
5010	11.571	1.2857	0.81994	6.0006e-004
5011	11.143	0.85714	0.81994	5.9541e-004
5012	12.429	1.2857	0.81994	5.827e-004
5013	12.	0.85714	0.81994	5.8893e-004
5014	13.286	1.2857	0.81994	5.4502e-004
5015	12.857	0.85714	0.81994	5.6341e-004
5016	14.143	1.2857	0.81994	4.9944e-004
5017	13.714	0.85714	0.81994	5.2457e-004
5018	15.	1.2857	0.81994	4.5312e-004
5019	14.571	0.85714	0.81994	4.8083e-004
5020	15.857	1.2857	0.81994	4.0802e-004
5021	15.429	0.85714	0.81994	4.3634e-004
5022	16.714	1.2857	0.81994	3.6551e-004
5023	16.286	0.85714	0.81994	3.9308e-004
5024	17.571	1.2857	0.81994	3.2755e-004
5025	17.143	0.85714	0.81994	3.5295e-004
5026	18.429	1.2857	0.81994	2.9634e-004
5027	18.	0.85714	0.81994	3.1792e-004
5028	19.286	1.2857	0.81994	2.7404e-004
5029	18.857	0.85714	0.81994	2.8996e-004
5030	20.143	1.2857	0.81994	2.622e-004
5031	19.714	0.85714	0.81994	2.7061e-004
5032	21.	1.2857	0.81994	2.6135e-004
5033	20.571	0.85714	0.81994	2.607e-004
5034	21.857	1.2857	0.81994	2.7118e-004
5035	21.429	0.85714	0.81994	2.6032e-004
5036	22.714	1.2857	0.81994	2.9148e-004
5037	22.286	0.85714	0.81994	2.6954e-004
5038	23.571	1.2857	0.81994	3.2298e-004
5039	23.143	0.85714	0.81994	2.8929e-004
5040	24.429	1.2857	0.81994	3.675e-004
5041	24.	0.85714	0.81994	3.2179e-004
5042	25.286	1.2857	0.81994	4.2701e-004
5043	24.857	0.85714	0.81994	3.6975e-004
5044	26.143	1.2857	0.81994	5.0264e-004
5045	25.714	0.85714	0.81994	4.3506e-004
5046	27.	1.2857	0.81994	5.9425e-004
5047	26.571	0.85714	0.81994	5.1793e-004
5048	27.857	1.2857	0.81994	7.007e-004
5049	27.429	0.85714	0.81994	6.1723e-004
5050	28.714	1.2857	0.81994	8.2043e-004
5051	28.286	0.85714	0.81994	7.3119e-004
5052	29.571	1.2857	0.81994	9.5178e-004
5053	29.143	0.85714	0.81994	8.5796e-004
5054	30.429	1.2857	0.81994	1.0932e-003
5055	30.	0.85714	0.81994	9.9577e-004
5056	31.286	1.2857	0.81994	1.2432e-003
5057	30.857	0.85714	0.81994	1.143e-003
5058	32.143	1.2857	0.81994	1.4006e-003
5059	31.714	0.85714	0.81994	1.2984e-003
5060	33.	1.2857	0.81994	1.5647e-003
5061	32.571	0.85714	0.81994	1.4606e-003
5062	33.857	1.2857	0.81994	1.7355e-003
5063	33.429	0.85714	0.81994	1.6292e-003
5064	34.714	1.2857	0.81994	1.9142e-003
5065	34.286	0.85714	0.81994	1.804e-003
5066	35.143	0.85714	0.81994	1.9832e-003
5067	35.571	1.2857	0.81994	2.0969e-003
5068	1.2857	0.42857	0.81994	2.7819e-004
5069	0.85714	0.	0.81994	2.4566e-004
5070	0.42857	0.42857	0.81994	2.5659e-004
5071	2.1429	0.42857	0.81994	3.0731e-004
5072	1.7143	0.	0.81994	2.7365e-004
5073	3.	0.42857	0.81994	3.4142e-004
5074	2.5714	0.	0.81994	3.0824e-004
5075	3.8571	0.42857	0.81994	3.781e-004
5076	3.4286	0.	0.81994	3.4635e-004
5077	4.7143	0.42857	0.81994	4.1533e-004
5078	4.2857	0.	0.81994	3.8566e-004
5079	5.5714	0.42857	0.81994	4.5152e-004
5080	5.1429	0.	0.81994	4.2441e-004
5081	6.4286	0.42857	0.81994	4.8542e-004
5082	6.	0.	0.81994	4.6127e-004
5083	7.2857	0.42857	0.81994	5.16e-004
5084	6.8571	0.	0.81994	4.9514e-004
5085	8.1429	0.42857	0.81994	5.4244e-004
5086	7.7143	0.	0.81994	5.2511e-004
5087	9.	0.42857	0.81994	5.6407e-004
5088	8.5714	0.	0.81994	5.5036e-004
5089	9.8571	0.42857	0.81994	5.8024e-004
5090	9.4286	0.	0.81994	5.701e-004
5091	10.714	0.42857	0.81994	5.8976e-004
5092	10.286	0.	0.81994	5.8319e-004
5093	11.571	0.42857	0.81994	5.8926e-004
5094	11.143	0.	0.81994	5.8763e-004
5095	12.429	0.42857	0.81994	5.7436e-004
5096	12.	-5.4637e-016	0.81994	5.8034e-004
5097	13.286	0.42857	0.81994	5.4475e-004
5098	12.857	0.	0.81994	5.5964e-004
5099	14.143	0.42857	0.81994	5.0605e-004
5100	13.714	0.	0.81994	5.2778e-004
5101	15.	0.42857	0.81994	4.6367e-004
5102	14.571	0.	0.81994	4.8923e-004
5103	15.857	0.42857	0.81994	4.2071e-004
5104	15.429	0.	0.81994	4.4783e-004
5105	16.714	0.42857	0.81994	3.7936e-004
5106	16.286	0.	0.81994	4.0632e-004
5107	17.571	0.42857	0.81994	3.4159e-004
5108	17.143	0.	0.81994	3.6686e-004
5109	18.429	0.42857	0.81994	3.0922e-004
5110	18.	0.	0.81994	3.3127e-004
5111	19.286	0.42857	0.81994	2.8377e-004
5112	18.857	0.	0.81994	3.0102e-004
5113	20.143	0.42857	0.81994	2.6616e-004
5114	19.714	0.	0.81994	2.7712e-004
5115	21.	0.42857	0.81994	2.5671e-004
5116	20.571	0.	0.81994	2.5996e-004
5117	21.857	0.42857	0.81994	2.5562e-004
5118	21.429	0.	0.81994	2.4967e-004
5119	22.714	0.42857	0.81994	2.639e-004
5120	22.286	0.	0.81994	2.4704e-004
5121	23.571	0.42857	0.81994	2.8411e-004
5122	23.143	0.	0.81994	2.5472e-004
5123	24.429	0.42857	0.81994	3.199e-004
5124	24.	-5.4637e-016	0.81994	2.7748e-004
5125	25.286	0.42857	0.81994	3.7436e-004
5126	24.857	0.	0.81994	3.2011e-004
5127	26.143	0.42857	0.81994	4.4813e-004
5128	25.714	0.	0.81994	3.8436e-004
5129	27.	0.42857	0.81994	5.4e-004
5130	26.571	0.	0.81994	4.6871e-004
5131	27.857	0.42857	0.81994	6.4794e-004
5132	27.429	0.	0.81994	5.7057e-004
5133	28.714	0.42857	0.81994	7.6981e-004
5134	28.286	0.	0.81994	6.874e-004
5135	29.571	0.42857	0.81994	9.0368e-004
5136	29.143	0.	0.81994	8.1708e-004
5137	30.429	0.42857	0.81994	1.0478e-003
5138	30.	0.	0.81994	9.5779e-004
5139	31.286	0.42857	0.81994	1.2007e-003
5140	30.857	0.	0.81994	1.1079e-003
5141	32.143	0.42857	0.81994	1.3611e-003
5142	31.714	0.	0.81994	1.2661e-003
5143	33.	0.42857	0.81994	1.5278e-003
5144	32.571	0.	0.81994	1.4309e-003
5145	33.857	0.42857	0.81994	1.6999e-003
5146	33.429	0.	0.81994	1.6011e-003
5147	34.714	0.42857	0.81994	1.8759e-003
5148	34.286	0.	0.81994	1.7749e-003
5149	35.143	0.	0.81994	1.9484e-003
5150	35.571	0.42857	0.81994	2.0496e-003
5151	1.2857	-0.42857	0.81994	2.3908e-004
5152	0.85714	-0.85714	0.81994	2.0327e-004
5153	0.42857	-0.42857	0.81994	2.1306e-004
5154	2.1429	-0.42857	0.81994	2.7381e-004
5155	1.7143	-0.85714	0.81994	2.379e-004
5156	3.	-0.42857	0.81994	3.1328e-004
5157	2.5714	-0.85714	0.81994	2.7875e-004
5158	3.8571	-0.42857	0.81994	3.5455e-004
5159	3.4286	-0.85714	0.81994	3.2203e-004
5160	4.7143	-0.42857	0.81994	3.957e-004
5161	4.2857	-0.85714	0.81994	3.6548e-004
5162	5.5714	-0.42857	0.81994	4.3531e-004
5163	5.1429	-0.85714	0.81994	4.0767e-004
5164	6.4286	-0.42857	0.81994	4.7228e-004
5165	6.	-0.85714	0.81994	4.4752e-004
5166	7.2857	-0.42857	0.81994	5.0564e-004
5167	6.8571	-0.85714	0.81994	4.8409e-004
5168	8.1429	-0.42857	0.81994	5.3453e-004
5169	7.7143	-0.85714	0.81994	5.165e-004
5170	9.	-0.42857	0.81994	5.5806e-004
5171	8.5714	-0.85714	0.81994	5.4383e-004
5172	9.8571	-0.42857	0.81994	5.7515e-004
5173	9.4286	-0.85714	0.81994	5.6506e-004
5174	10.714	-0.42857	0.81994	5.8428e-004
5175	10.286	-0.85714	0.81994	5.7886e-004
5176	11.571	-0.42857	0.81994	5.8329e-004
5177	11.143	-0.85714	0.81994	5.8353e-004
5178	12.429	-0.42857	0.81994	5.703e-004
5179	12.	-0.85714	0.81994	5.7741e-004
5180	13.286	-0.42857	0.81994	5.4569e-004
5181	12.857	-0.85714	0.81994	5.5995e-004
5182	14.143	-0.42857	0.81994	5.1233e-004
5183	13.714	-0.85714	0.81994	5.3259e-004
5184	15.	-0.42857	0.81994	4.7385e-004
5185	14.571	-0.85714	0.81994	4.9822e-004
5186	15.857	-0.42857	0.81994	4.3335e-004
5187	15.429	-0.85714	0.81994	4.5993e-004
5188	16.714	-0.42857	0.81994	3.9328e-004
5189	16.286	-0.85714	0.81994	4.2037e-004
5190	17.571	-0.42857	0.81994	3.5557e-004
5191	17.143	-0.85714	0.81994	3.8165e-004
5192	18.429	-0.42857	0.81994	3.2176e-004
5193	18.	-0.85714	0.81994	3.4541e-004
5194	19.286	-0.42857	0.81994	2.9289e-004
5195	18.857	-0.85714	0.81994	3.128e-004
5196	20.143	-0.42857	0.81994	2.6944e-004
5197	19.714	-0.85714	0.81994	2.8439e-004
5198	21.	-0.42857	0.81994	2.5143e-004
5199	20.571	-0.85714	0.81994	2.6024e-004
5200	21.857	-0.42857	0.81994	2.3913e-004
5201	21.429	-0.85714	0.81994	2.4014e-004
5202	22.714	-0.42857	0.81994	2.3442e-004
5203	22.286	-0.85714	0.81994	2.2464e-004
5204	23.571	-0.42857	0.81994	2.4274e-004
5205	23.143	-0.85714	0.81994	2.1797e-004
5206	24.429	-0.42857	0.81994	2.7204e-004
5207	24.	-0.85714	0.81994	2.3039e-004
5208	25.286	-0.42857	0.81994	3.2587e-004
5209	24.857	-0.85714	0.81994	2.7204e-004
5210	26.143	-0.42857	0.81994	4.0285e-004
5211	25.714	-0.85714	0.81994	3.4162e-004
5212	27.	-0.42857	0.81994	4.9886e-004
5213	26.571	-0.85714	0.81994	4.3243e-004
5214	27.857	-0.42857	0.81994	6.1074e-004
5215	27.429	-0.85714	0.81994	5.3977e-004
5216	28.714	-0.42857	0.81994	7.3614e-004
5217	28.286	-0.85714	0.81994	6.61e-004
5218	29.571	-0.42857	0.81994	8.7316e-004
5219	29.143	-0.85714	0.81994	7.9422e-004
5220	30.429	-0.42857	0.81994	1.0202e-003
5221	30.	-0.85714	0.81994	9.379e-004
5222	31.286	-0.42857	0.81994	1.1758e-003
5223	30.857	-0.85714	0.81994	1.0906e-003
5224	32.143	-0.42857	0.81994	1.3385e-003
5225	31.714	-0.85714	0.81994	1.2509e-003
5226	33.	-0.42857	0.81994	1.5069e-003
5227	32.571	-0.85714	0.81994	1.4173e-003
