Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
1	0.85714	2.1429	-1.4301	3.5104e-004
2	0.85714	2.1429	-0.68006	3.5095e-004
3	0.85714	2.1429	6.9936e-002	3.5087e-004
4	1.7143	2.1429	-1.4301	3.7008e-004
5	1.7143	2.1429	-0.68006	3.6999e-004
6	1.7143	2.1429	6.9936e-002	3.699e-004
7	2.5714	2.1429	-1.4301	3.9384e-004
8	2.5714	2.1429	-0.68006	3.9374e-004
9	2.5714	2.1429	6.9936e-002	3.9365e-004
10	3.4286	2.1429	-1.4301	4.2086e-004
11	3.4286	2.1429	-0.68006	4.2076e-004
12	3.4286	2.1429	6.9936e-002	4.2066e-004
13	4.2857	2.1429	-1.4301	4.4949e-004
14	4.2857	2.1429	-0.68006	4.4939e-004
15	4.2857	2.1429	6.9936e-002	4.4929e-004
16	5.1429	2.1429	-1.4301	4.7821e-004
17	5.1429	2.1429	-0.68006	4.7811e-004
18	5.1429	2.1429	6.9936e-002	4.7801e-004
19	6.	2.1429	-1.4301	5.0571e-004
20	6.	2.1429	-0.68006	5.0561e-004
21	6.	2.1429	6.9936e-002	5.0552e-004
22	6.8571	2.1429	-1.4301	5.3094e-004
23	6.8571	2.1429	-0.68006	5.3084e-004
24	6.8571	2.1429	6.9936e-002	5.3075e-004
25	7.7143	2.1429	-1.4301	5.5308e-004
26	7.7143	2.1429	-0.68006	5.5299e-004
27	7.7143	2.1429	6.9936e-002	5.529e-004
28	8.5714	2.1429	-1.4301	5.716e-004
29	8.5714	2.1429	-0.68006	5.7151e-004
30	8.5714	2.1429	6.9936e-002	5.7142e-004
31	9.4286	2.1429	-1.4301	5.8654e-004
32	9.4286	2.1429	-0.68006	5.8645e-004
33	9.4286	2.1429	6.9936e-002	5.8637e-004
34	10.286	2.1429	-1.4301	5.9881e-004
35	10.286	2.1429	-0.68006	5.9873e-004
36	10.286	2.1429	6.9936e-002	5.9864e-004
37	11.143	2.1429	-1.4301	6.1024e-004
38	11.143	2.1429	-0.68006	6.1016e-004
39	11.143	2.1429	6.9936e-002	6.1008e-004
40	12.	2.1429	-1.4301	6.1498e-004
41	12.	2.1429	-0.68006	6.149e-004
42	12.	2.1429	6.9936e-002	6.1483e-004
43	12.857	2.1429	-1.4301	5.6803e-004
44	12.857	2.1429	-0.68006	5.6796e-004
45	12.857	2.1429	6.9936e-002	5.6789e-004
46	13.714	2.1429	-1.4301	5.162e-004
47	13.714	2.1429	-0.68006	5.1613e-004
48	13.714	2.1429	6.9936e-002	5.1606e-004
49	14.571	2.1429	-1.4301	4.6544e-004
50	14.571	2.1429	-0.68006	4.6538e-004
51	14.571	2.1429	6.9936e-002	4.6531e-004
52	15.429	2.1429	-1.4301	4.1791e-004
53	15.429	2.1429	-0.68006	4.1785e-004
54	15.429	2.1429	6.9936e-002	4.1779e-004
55	16.286	2.1429	-1.4301	3.7251e-004
56	16.286	2.1429	-0.68006	3.7245e-004
57	16.286	2.1429	6.9936e-002	3.724e-004
58	17.143	2.1429	-1.4301	3.3101e-004
59	17.143	2.1429	-0.68006	3.3096e-004
60	17.143	2.1429	6.9936e-002	3.3091e-004
61	18.	2.1429	-1.4301	2.9579e-004
62	18.	2.1429	-0.68006	2.9575e-004
63	18.	2.1429	6.9936e-002	2.9571e-004
64	18.857	2.1429	-1.4301	2.6988e-004
65	18.857	2.1429	-0.68006	2.6985e-004
66	18.857	2.1429	6.9936e-002	2.6982e-004
67	19.714	2.1429	-1.4301	2.5618e-004
68	19.714	2.1429	-0.68006	2.5617e-004
69	19.714	2.1429	6.9936e-002	2.5615e-004
70	20.571	2.1429	-1.4301	2.5649e-004
71	20.571	2.1429	-0.68006	2.5649e-004
72	20.571	2.1429	6.9936e-002	2.5648e-004
73	21.429	2.1429	-1.4301	2.7077e-004
74	21.429	2.1429	-0.68006	2.7077e-004
75	21.429	2.1429	6.9936e-002	2.7078e-004
76	22.286	2.1429	-1.4301	2.9772e-004
77	22.286	2.1429	-0.68006	2.9773e-004
78	22.286	2.1429	6.9936e-002	2.9774e-004
79	23.143	2.1429	-1.4301	3.3618e-004
80	23.143	2.1429	-0.68006	3.3619e-004
81	23.143	2.1429	6.9936e-002	3.362e-004
82	24.	2.1429	-1.4301	3.86e-004
83	24.	2.1429	-0.68006	3.8601e-004
84	24.	2.1429	6.9936e-002	3.8601e-004
85	24.857	2.1429	-1.4301	4.4789e-004
86	24.857	2.1429	-0.68006	4.479e-004
87	24.857	2.1429	6.9936e-002	4.4791e-004
88	25.714	2.1429	-1.4301	5.2278e-004
89	25.714	2.1429	-0.68006	5.2278e-004
90	25.714	2.1429	6.9936e-002	5.2278e-004
91	26.571	2.1429	-1.4301	6.1105e-004
92	26.571	2.1429	-0.68006	6.1105e-004
93	26.571	2.1429	6.9936e-002	6.1104e-004
94	27.429	2.1429	-1.4301	7.1239e-004
95	27.429	2.1429	-0.68006	7.1239e-004
96	27.429	2.1429	6.9936e-002	7.1238e-004
97	28.286	2.1429	-1.4301	8.2597e-004
98	28.286	2.1429	-0.68006	8.2596e-004
99	28.286	2.1429	6.9936e-002	8.2595e-004
100	29.143	2.1429	-1.4301	9.5067e-004
101	29.143	2.1429	-0.68006	9.5066e-004
102	29.143	2.1429	6.9936e-002	9.5065e-004
103	30.	2.1429	-1.4301	1.0853e-003
104	30.	2.1429	-0.68006	1.0853e-003
105	30.	2.1429	6.9936e-002	1.0853e-003
106	30.857	2.1429	-1.4301	1.2287e-003
107	30.857	2.1429	-0.68006	1.2287e-003
108	30.857	2.1429	6.9936e-002	1.2287e-003
109	31.714	2.1429	-1.4301	1.3798e-003
110	31.714	2.1429	-0.68006	1.3797e-003
111	31.714	2.1429	6.9936e-002	1.3797e-003
112	32.571	2.1429	-1.4301	1.5377e-003
113	32.571	2.1429	-0.68006	1.5377e-003
114	32.571	2.1429	6.9936e-002	1.5377e-003
115	33.429	2.1429	-1.4301	1.7023e-003
116	33.429	2.1429	-0.68006	1.7022e-003
117	33.429	2.1429	6.9936e-002	1.7022e-003
118	34.286	2.1429	-1.4301	1.876e-003
119	34.286	2.1429	-0.68006	1.876e-003
120	34.286	2.1429	6.9936e-002	1.876e-003
121	35.143	2.1429	-1.4301	2.0601e-003
122	35.143	2.1429	-0.68006	2.06e-003
123	35.143	2.1429	6.9936e-002	2.06e-003
124	0.85714	1.2857	-1.4301	3.0811e-004
125	0.85714	1.2857	-0.68006	3.0802e-004
126	0.85714	1.2857	6.9936e-002	3.0793e-004
127	1.7143	1.2857	-1.4301	3.3002e-004
128	1.7143	1.2857	-0.68006	3.2992e-004
129	1.7143	1.2857	6.9936e-002	3.2982e-004
130	2.5714	1.2857	-1.4301	3.5746e-004
131	2.5714	1.2857	-0.68006	3.5736e-004
132	2.5714	1.2857	6.9936e-002	3.5726e-004
133	3.4286	1.2857	-1.4301	3.886e-004
134	3.4286	1.2857	-0.68006	3.8849e-004
135	3.4286	1.2857	6.9936e-002	3.8839e-004
136	4.2857	1.2857	-1.4301	4.215e-004
137	4.2857	1.2857	-0.68006	4.2139e-004
138	4.2857	1.2857	6.9936e-002	4.2129e-004
139	5.1429	1.2857	-1.4301	4.5443e-004
140	5.1429	1.2857	-0.68006	4.5433e-004
141	5.1429	1.2857	6.9936e-002	4.5422e-004
142	6.	1.2857	-1.4301	4.8597e-004
143	6.	1.2857	-0.68006	4.8587e-004
144	6.	1.2857	6.9936e-002	4.8577e-004
145	6.8571	1.2857	-1.4301	5.1497e-004
146	6.8571	1.2857	-0.68006	5.1488e-004
147	6.8571	1.2857	6.9936e-002	5.1478e-004
148	7.7143	1.2857	-1.4301	5.4054e-004
149	7.7143	1.2857	-0.68006	5.4045e-004
150	7.7143	1.2857	6.9936e-002	5.4036e-004
151	8.5714	1.2857	-1.4301	5.6206e-004
152	8.5714	1.2857	-0.68006	5.6197e-004
153	8.5714	1.2857	6.9936e-002	5.6188e-004
154	9.4286	1.2857	-1.4301	5.7929e-004
155	9.4286	1.2857	-0.68006	5.792e-004
156	9.4286	1.2857	6.9936e-002	5.7912e-004
157	10.286	1.2857	-1.4301	5.9238e-004
158	10.286	1.2857	-0.68006	5.9229e-004
159	10.286	1.2857	6.9936e-002	5.9221e-004
160	11.143	1.2857	-1.4301	6.0122e-004
161	11.143	1.2857	-0.68006	6.0114e-004
162	11.143	1.2857	6.9936e-002	6.0106e-004
163	12.	1.2857	-1.4301	5.965e-004
164	12.	1.2857	-0.68006	5.9643e-004
165	12.	1.2857	6.9936e-002	5.9635e-004
166	12.857	1.2857	-1.4301	5.6724e-004
167	12.857	1.2857	-0.68006	5.6717e-004
168	12.857	1.2857	6.9936e-002	5.6709e-004
169	13.714	1.2857	-1.4301	5.2276e-004
170	13.714	1.2857	-0.68006	5.2269e-004
171	13.714	1.2857	6.9936e-002	5.2263e-004
172	14.571	1.2857	-1.4301	4.7636e-004
173	14.571	1.2857	-0.68006	4.7629e-004
174	14.571	1.2857	6.9936e-002	4.7623e-004
175	15.429	1.2857	-1.4301	4.3055e-004
176	15.429	1.2857	-0.68006	4.3049e-004
177	15.429	1.2857	6.9936e-002	4.3043e-004
178	16.286	1.2857	-1.4301	3.8648e-004
179	16.286	1.2857	-0.68006	3.8643e-004
180	16.286	1.2857	6.9936e-002	3.8638e-004
181	17.143	1.2857	-1.4301	3.4596e-004
182	17.143	1.2857	-0.68006	3.4592e-004
183	17.143	1.2857	6.9936e-002	3.4588e-004
184	18.	1.2857	-1.4301	3.1106e-004
185	18.	1.2857	-0.68006	3.1103e-004
186	18.	1.2857	6.9936e-002	3.1099e-004
187	18.857	1.2857	-1.4301	2.8403e-004
188	18.857	1.2857	-0.68006	2.8401e-004
189	18.857	1.2857	6.9936e-002	2.8398e-004
190	19.714	1.2857	-1.4301	2.668e-004
191	19.714	1.2857	-0.68006	2.6678e-004
192	19.714	1.2857	6.9936e-002	2.6677e-004
193	20.571	1.2857	-1.4301	2.6042e-004
194	20.571	1.2857	-0.68006	2.6042e-004
195	20.571	1.2857	6.9936e-002	2.6041e-004
196	21.429	1.2857	-1.4301	2.6495e-004
197	21.429	1.2857	-0.68006	2.6495e-004
198	21.429	1.2857	6.9936e-002	2.6496e-004
199	22.286	1.2857	-1.4301	2.7999e-004
200	22.286	1.2857	-0.68006	2.8e-004
201	22.286	1.2857	6.9936e-002	2.8001e-004
202	23.143	1.2857	-1.4301	3.0572e-004
203	23.143	1.2857	-0.68006	3.0573e-004
204	23.143	1.2857	6.9936e-002	3.0574e-004
205	24.	1.2857	-1.4301	3.4346e-004
206	24.	1.2857	-0.68006	3.4347e-004
207	24.	1.2857	6.9936e-002	3.4348e-004
208	24.857	1.2857	-1.4301	3.9527e-004
209	24.857	1.2857	-0.68006	3.9528e-004
210	24.857	1.2857	6.9936e-002	3.9528e-004
211	25.714	1.2857	-1.4301	4.6281e-004
212	25.714	1.2857	-0.68006	4.628e-004
213	25.714	1.2857	6.9936e-002	4.628e-004
214	26.571	1.2857	-1.4301	5.4654e-004
215	26.571	1.2857	-0.68006	5.4653e-004
216	26.571	1.2857	6.9936e-002	5.4652e-004
217	27.429	1.2857	-1.4301	6.4576e-004
218	27.429	1.2857	-0.68006	6.4574e-004
219	27.429	1.2857	6.9936e-002	6.4573e-004
220	28.286	1.2857	-1.4301	7.5906e-004
221	28.286	1.2857	-0.68006	7.5905e-004
222	28.286	1.2857	6.9936e-002	7.5903e-004
223	29.143	1.2857	-1.4301	8.8481e-004
224	29.143	1.2857	-0.68006	8.8479e-004
225	29.143	1.2857	6.9936e-002	8.8477e-004
226	30.	1.2857	-1.4301	1.0214e-003
227	30.	1.2857	-0.68006	1.0214e-003
228	30.	1.2857	6.9936e-002	1.0213e-003
229	30.857	1.2857	-1.4301	1.1673e-003
230	30.857	1.2857	-0.68006	1.1672e-003
231	30.857	1.2857	6.9936e-002	1.1672e-003
232	31.714	1.2857	-1.4301	1.3211e-003
233	31.714	1.2857	-0.68006	1.3211e-003
234	31.714	1.2857	6.9936e-002	1.3211e-003
235	32.571	1.2857	-1.4301	1.4819e-003
236	32.571	1.2857	-0.68006	1.4819e-003
237	32.571	1.2857	6.9936e-002	1.4819e-003
238	33.429	1.2857	-1.4301	1.6493e-003
239	33.429	1.2857	-0.68006	1.6493e-003
240	33.429	1.2857	6.9936e-002	1.6492e-003
241	34.286	1.2857	-1.4301	1.8239e-003
242	34.286	1.2857	-0.68006	1.8239e-003
243	34.286	1.2857	6.9936e-002	1.8238e-003
244	35.143	1.2857	-1.4301	2.0076e-003
245	35.143	1.2857	-0.68006	2.0076e-003
246	35.143	1.2857	6.9936e-002	2.0075e-003
247	0.85714	0.42857	-1.4301	2.6661e-004
248	0.85714	0.42857	-0.68006	2.6651e-004
249	0.85714	0.42857	6.9936e-002	2.6641e-004
250	1.7143	0.42857	-1.4301	2.923e-004
251	1.7143	0.42857	-0.68006	2.9219e-004
252	1.7143	0.42857	6.9936e-002	2.9208e-004
253	2.5714	0.42857	-1.4301	3.2423e-004
254	2.5714	0.42857	-0.68006	3.2413e-004
255	2.5714	0.42857	6.9936e-002	3.2401e-004
256	3.4286	0.42857	-1.4301	3.5991e-004
257	3.4286	0.42857	-0.68006	3.598e-004
258	3.4286	0.42857	6.9936e-002	3.5969e-004
259	4.2857	0.42857	-1.4301	3.9708e-004
260	4.2857	0.42857	-0.68006	3.9697e-004
261	4.2857	0.42857	6.9936e-002	3.9686e-004
262	5.1429	0.42857	-1.4301	4.3396e-004
263	5.1429	0.42857	-0.68006	4.3385e-004
264	5.1429	0.42857	6.9936e-002	4.3375e-004
265	6.	0.42857	-1.4301	4.6913e-004
266	6.	0.42857	-0.68006	4.6903e-004
267	6.	0.42857	6.9936e-002	4.6893e-004
268	6.8571	0.42857	-1.4301	5.0148e-004
269	6.8571	0.42857	-0.68006	5.0138e-004
270	6.8571	0.42857	6.9936e-002	5.0128e-004
271	7.7143	0.42857	-1.4301	5.3007e-004
272	7.7143	0.42857	-0.68006	5.2998e-004
273	7.7143	0.42857	6.9936e-002	5.2988e-004
274	8.5714	0.42857	-1.4301	5.5417e-004
275	8.5714	0.42857	-0.68006	5.5408e-004
276	8.5714	0.42857	6.9936e-002	5.5399e-004
277	9.4286	0.42857	-1.4301	5.7315e-004
278	9.4286	0.42857	-0.68006	5.7306e-004
279	9.4286	0.42857	6.9936e-002	5.7297e-004
280	10.286	0.42857	-1.4301	5.861e-004
281	10.286	0.42857	-0.68006	5.8602e-004
282	10.286	0.42857	6.9936e-002	5.8594e-004
283	11.143	0.42857	-1.4301	5.9107e-004
284	11.143	0.42857	-0.68006	5.9099e-004
285	11.143	0.42857	6.9936e-002	5.9091e-004
286	12.	0.42857	-1.4301	5.8384e-004
287	12.	0.42857	-0.68006	5.8376e-004
288	12.	0.42857	6.9936e-002	5.8369e-004
289	12.857	0.42857	-1.4301	5.6095e-004
290	12.857	0.42857	-0.68006	5.6088e-004
291	12.857	0.42857	6.9936e-002	5.6081e-004
292	13.714	0.42857	-1.4301	5.2618e-004
293	13.714	0.42857	-0.68006	5.2611e-004
294	13.714	0.42857	6.9936e-002	5.2605e-004
295	14.571	0.42857	-1.4301	4.8527e-004
296	14.571	0.42857	-0.68006	4.8522e-004
297	14.571	0.42857	6.9936e-002	4.8516e-004
298	15.429	0.42857	-1.4301	4.4227e-004
299	15.429	0.42857	-0.68006	4.4222e-004
300	15.429	0.42857	6.9936e-002	4.4216e-004
301	16.286	0.42857	-1.4301	3.9984e-004
302	16.286	0.42857	-0.68006	3.9979e-004
303	16.286	0.42857	6.9936e-002	3.9975e-004
304	17.143	0.42857	-1.4301	3.6002e-004
305	17.143	0.42857	-0.68006	3.5998e-004
306	17.143	0.42857	6.9936e-002	3.5994e-004
307	18.	0.42857	-1.4301	3.2471e-004
308	18.	0.42857	-0.68006	3.2468e-004
309	18.	0.42857	6.9936e-002	3.2465e-004
310	18.857	0.42857	-1.4301	2.9562e-004
311	18.857	0.42857	-0.68006	2.956e-004
312	18.857	0.42857	6.9936e-002	2.9558e-004
313	19.714	0.42857	-1.4301	2.7398e-004
314	19.714	0.42857	-0.68006	2.7397e-004
315	19.714	0.42857	6.9936e-002	2.7396e-004
316	20.571	0.42857	-1.4301	2.6042e-004
317	20.571	0.42857	-0.68006	2.6042e-004
318	20.571	0.42857	6.9936e-002	2.6042e-004
319	21.429	0.42857	-1.4301	2.5509e-004
320	21.429	0.42857	-0.68006	2.5509e-004
321	21.429	0.42857	6.9936e-002	2.5509e-004
322	22.286	0.42857	-1.4301	2.584e-004
323	22.286	0.42857	-0.68006	2.5841e-004
324	22.286	0.42857	6.9936e-002	2.5841e-004
325	23.143	0.42857	-1.4301	2.7215e-004
326	23.143	0.42857	-0.68006	2.7216e-004
327	23.143	0.42857	6.9936e-002	2.7216e-004
328	24.	0.42857	-1.4301	2.9974e-004
329	24.	0.42857	-0.68006	2.9974e-004
330	24.	0.42857	6.9936e-002	2.9975e-004
331	24.857	0.42857	-1.4301	3.4468e-004
332	24.857	0.42857	-0.68006	3.4468e-004
333	24.857	0.42857	6.9936e-002	3.4468e-004
334	25.714	0.42857	-1.4301	4.0889e-004
335	25.714	0.42857	-0.68006	4.0888e-004
336	25.714	0.42857	6.9936e-002	4.0887e-004
337	26.571	0.42857	-1.4301	4.9197e-004
338	26.571	0.42857	-0.68006	4.9196e-004
339	26.571	0.42857	6.9936e-002	4.9194e-004
340	27.429	0.42857	-1.4301	5.9216e-004
341	27.429	0.42857	-0.68006	5.9214e-004
342	27.429	0.42857	6.9936e-002	5.9212e-004
343	28.286	0.42857	-1.4301	7.0733e-004
344	28.286	0.42857	-0.68006	7.073e-004
345	28.286	0.42857	6.9936e-002	7.0728e-004
346	29.143	0.42857	-1.4301	8.3544e-004
347	29.143	0.42857	-0.68006	8.3541e-004
348	29.143	0.42857	6.9936e-002	8.3538e-004
349	30.	0.42857	-1.4301	9.7466e-004
350	30.	0.42857	-0.68006	9.7463e-004
351	30.	0.42857	6.9936e-002	9.746e-004
352	30.857	0.42857	-1.4301	1.1234e-003
353	30.857	0.42857	-0.68006	1.1233e-003
354	30.857	0.42857	6.9936e-002	1.1233e-003
355	31.714	0.42857	-1.4301	1.2801e-003
356	31.714	0.42857	-0.68006	1.2801e-003
357	31.714	0.42857	6.9936e-002	1.2801e-003
358	32.571	0.42857	-1.4301	1.4438e-003
359	32.571	0.42857	-0.68006	1.4437e-003
360	32.571	0.42857	6.9936e-002	1.4437e-003
361	33.429	0.42857	-1.4301	1.6133e-003
362	33.429	0.42857	-0.68006	1.6133e-003
363	33.429	0.42857	6.9936e-002	1.6133e-003
364	34.286	0.42857	-1.4301	1.7876e-003
365	34.286	0.42857	-0.68006	1.7876e-003
366	34.286	0.42857	6.9936e-002	1.7875e-003
367	35.143	0.42857	-1.4301	1.9632e-003
368	35.143	0.42857	-0.68006	1.9632e-003
369	35.143	0.42857	6.9936e-002	1.9632e-003
370	0.85714	-0.42857	-1.4301	2.2515e-004
371	0.85714	-0.42857	-0.68006	2.2503e-004
372	0.85714	-0.42857	6.9936e-002	2.2491e-004
373	1.7143	-0.42857	-1.4301	2.5598e-004
374	1.7143	-0.42857	-0.68006	2.5587e-004
375	1.7143	-0.42857	6.9936e-002	2.5573e-004
376	2.5714	-0.42857	-1.4301	2.9354e-004
377	2.5714	-0.42857	-0.68006	2.9342e-004
378	2.5714	-0.42857	6.9936e-002	2.933e-004
379	3.4286	-0.42857	-1.4301	3.3417e-004
380	3.4286	-0.42857	-0.68006	3.3406e-004
381	3.4286	-0.42857	6.9936e-002	3.3394e-004
382	4.2857	-0.42857	-1.4301	3.7557e-004
383	4.2857	-0.42857	-0.68006	3.7546e-004
384	4.2857	-0.42857	6.9936e-002	3.7535e-004
385	5.1429	-0.42857	-1.4301	4.1609e-004
386	5.1429	-0.42857	-0.68006	4.1598e-004
387	5.1429	-0.42857	6.9936e-002	4.1588e-004
388	6.	-0.42857	-1.4301	4.545e-004
389	6.	-0.42857	-0.68006	4.5439e-004
390	6.	-0.42857	6.9936e-002	4.5429e-004
391	6.8571	-0.42857	-1.4301	4.8976e-004
392	6.8571	-0.42857	-0.68006	4.8966e-004
393	6.8571	-0.42857	6.9936e-002	4.8957e-004
394	7.7143	-0.42857	-1.4301	5.2099e-004
395	7.7143	-0.42857	-0.68006	5.2089e-004
396	7.7143	-0.42857	6.9936e-002	5.208e-004
397	8.5714	-0.42857	-1.4301	5.4729e-004
398	8.5714	-0.42857	-0.68006	5.472e-004
399	8.5714	-0.42857	6.9936e-002	5.4711e-004
400	9.4286	-0.42857	-1.4301	5.6774e-004
401	9.4286	-0.42857	-0.68006	5.6766e-004
402	9.4286	-0.42857	6.9936e-002	5.6757e-004
403	10.286	-0.42857	-1.4301	5.811e-004
404	10.286	-0.42857	-0.68006	5.8102e-004
405	10.286	-0.42857	6.9936e-002	5.8093e-004
406	11.143	-0.42857	-1.4301	5.8549e-004
407	11.143	-0.42857	-0.68006	5.8541e-004
408	11.143	-0.42857	6.9936e-002	5.8533e-004
409	12.	-0.42857	-1.4301	5.7865e-004
410	12.	-0.42857	-0.68006	5.7858e-004
411	12.	-0.42857	6.9936e-002	5.785e-004
412	12.857	-0.42857	-1.4301	5.5962e-004
413	12.857	-0.42857	-0.68006	5.5955e-004
414	12.857	-0.42857	6.9936e-002	5.5948e-004
415	13.714	-0.42857	-1.4301	5.301e-004
416	13.714	-0.42857	-0.68006	5.3004e-004
417	13.714	-0.42857	6.9936e-002	5.2998e-004
418	14.571	-0.42857	-1.4301	4.9368e-004
419	14.571	-0.42857	-0.68006	4.9362e-004
420	14.571	-0.42857	6.9936e-002	4.9357e-004
421	15.429	-0.42857	-1.4301	4.5382e-004
422	15.429	-0.42857	-0.68006	4.5378e-004
423	15.429	-0.42857	6.9936e-002	4.5373e-004
424	16.286	-0.42857	-1.4301	4.1325e-004
425	16.286	-0.42857	-0.68006	4.1321e-004
426	16.286	-0.42857	6.9936e-002	4.1317e-004
427	17.143	-0.42857	-1.4301	3.7412e-004
428	17.143	-0.42857	-0.68006	3.7409e-004
429	17.143	-0.42857	6.9936e-002	3.7405e-004
430	18.	-0.42857	-1.4301	3.3817e-004
431	18.	-0.42857	-0.68006	3.3815e-004
432	18.	-0.42857	6.9936e-002	3.3812e-004
433	18.857	-0.42857	-1.4301	3.0671e-004
434	18.857	-0.42857	-0.68006	3.0669e-004
435	18.857	-0.42857	6.9936e-002	3.0668e-004
436	19.714	-0.42857	-1.4301	2.805e-004
437	19.714	-0.42857	-0.68006	2.805e-004
438	19.714	-0.42857	6.9936e-002	2.8049e-004
439	20.571	-0.42857	-1.4301	2.5976e-004
440	20.571	-0.42857	-0.68006	2.5976e-004
441	20.571	-0.42857	6.9936e-002	2.5976e-004
442	21.429	-0.42857	-1.4301	2.4449e-004
443	21.429	-0.42857	-0.68006	2.445e-004
444	21.429	-0.42857	6.9936e-002	2.445e-004
445	22.286	-0.42857	-1.4301	2.3572e-004
446	22.286	-0.42857	-0.68006	2.3572e-004
447	22.286	-0.42857	6.9936e-002	2.3573e-004
448	23.143	-0.42857	-1.4301	2.3685e-004
449	23.143	-0.42857	-0.68006	2.3686e-004
450	23.143	-0.42857	6.9936e-002	2.3687e-004
451	24.	-0.42857	-1.4301	2.5458e-004
452	24.	-0.42857	-0.68006	2.5458e-004
453	24.	-0.42857	6.9936e-002	2.5458e-004
454	24.857	-0.42857	-1.4301	2.9605e-004
455	24.857	-0.42857	-0.68006	2.9604e-004
456	24.857	-0.42857	6.9936e-002	2.9603e-004
457	25.714	-0.42857	-1.4301	3.619e-004
458	25.714	-0.42857	-0.68006	3.6189e-004
459	25.714	-0.42857	6.9936e-002	3.6187e-004
460	26.571	-0.42857	-1.4301	4.4876e-004
461	26.571	-0.42857	-0.68006	4.4874e-004
462	26.571	-0.42857	6.9936e-002	4.4872e-004
463	27.429	-0.42857	-1.4301	5.5307e-004
464	27.429	-0.42857	-0.68006	5.5304e-004
465	27.429	-0.42857	6.9936e-002	5.5301e-004
466	28.286	-0.42857	-1.4301	6.7197e-004
467	28.286	-0.42857	-0.68006	6.7194e-004
468	28.286	-0.42857	6.9936e-002	6.7191e-004
469	29.143	-0.42857	-1.4301	8.034e-004
470	29.143	-0.42857	-0.68006	8.0337e-004
471	29.143	-0.42857	6.9936e-002	8.0334e-004
472	30.	-0.42857	-1.4301	9.4563e-004
473	30.	-0.42857	-0.68006	9.456e-004
474	30.	-0.42857	6.9936e-002	9.4556e-004
475	30.857	-0.42857	-1.4301	1.0971e-003
476	30.857	-0.42857	-0.68006	1.0971e-003
477	30.857	-0.42857	6.9936e-002	1.0971e-003
478	31.714	-0.42857	-1.4301	1.2564e-003
479	31.714	-0.42857	-0.68006	1.2564e-003
480	31.714	-0.42857	6.9936e-002	1.2564e-003
481	32.571	-0.42857	-1.4301	1.4222e-003
482	32.571	-0.42857	-0.68006	1.4221e-003
483	32.571	-0.42857	6.9936e-002	1.4221e-003
484	33.429	-0.42857	-1.4301	1.5928e-003
485	33.429	-0.42857	-0.68006	1.5927e-003
486	33.429	-0.42857	6.9936e-002	1.5927e-003
487	34.286	-0.42857	-1.4301	1.766e-003
488	34.286	-0.42857	-0.68006	1.766e-003
489	34.286	-0.42857	6.9936e-002	1.7659e-003
490	35.143	-0.42857	-1.4301	1.9379e-003
491	35.143	-0.42857	-0.68006	1.9379e-003
492	35.143	-0.42857	6.9936e-002	1.9379e-003
493	0.85714	-1.2857	-1.4301	1.815e-004
494	0.85714	-1.2857	-0.68006	1.8144e-004
495	0.85714	-1.2857	6.9936e-002	1.8117e-004
496	1.7143	-1.2857	-1.4301	2.2109e-004
497	1.7143	-1.2857	-0.68006	2.2093e-004
498	1.7143	-1.2857	6.9936e-002	2.208e-004
499	2.5714	-1.2857	-1.4301	2.6553e-004
500	2.5714	-1.2857	-0.68006	2.6542e-004
501	2.5714	-1.2857	6.9936e-002	2.6526e-004
502	3.4286	-1.2857	-1.4301	3.1143e-004
503	3.4286	-1.2857	-0.68006	3.113e-004
504	3.4286	-1.2857	6.9936e-002	3.1118e-004
505	4.2857	-1.2857	-1.4301	3.5676e-004
506	4.2857	-1.2857	-0.68006	3.5664e-004
507	4.2857	-1.2857	6.9936e-002	3.5652e-004
508	5.1429	-1.2857	-1.4301	4.0044e-004
509	5.1429	-1.2857	-0.68006	4.0033e-004
510	5.1429	-1.2857	6.9936e-002	4.0022e-004
511	6.	-1.2857	-1.4301	4.4156e-004
512	6.	-1.2857	-0.68006	4.4145e-004
513	6.	-1.2857	6.9936e-002	4.4135e-004
514	6.8571	-1.2857	-1.4301	4.7927e-004
515	6.8571	-1.2857	-0.68006	4.7917e-004
516	6.8571	-1.2857	6.9936e-002	4.7907e-004
517	7.7143	-1.2857	-1.4301	5.1272e-004
518	7.7143	-1.2857	-0.68006	5.1263e-004
519	7.7143	-1.2857	6.9936e-002	5.1253e-004
520	8.5714	-1.2857	-1.4301	5.4101e-004
521	8.5714	-1.2857	-0.68006	5.4092e-004
522	8.5714	-1.2857	6.9936e-002	5.4083e-004
523	9.4286	-1.2857	-1.4301	5.6304e-004
524	9.4286	-1.2857	-0.68006	5.6295e-004
525	9.4286	-1.2857	6.9936e-002	5.6287e-004
526	10.286	-1.2857	-1.4301	5.7747e-004
527	10.286	-1.2857	-0.68006	5.7739e-004
528	10.286	-1.2857	6.9936e-002	5.7731e-004
529	11.143	-1.2857	-1.4301	5.8277e-004
530	11.143	-1.2857	-0.68006	5.8269e-004
531	11.143	-1.2857	6.9936e-002	5.8261e-004
532	12.	-1.2857	-1.4301	5.776e-004
533	12.	-1.2857	-0.68006	5.7753e-004
534	12.	-1.2857	6.9936e-002	5.7746e-004
535	12.857	-1.2857	-1.4301	5.6166e-004
536	12.857	-1.2857	-0.68006	5.616e-004
