Node Number	X Location (in)	Y Location (in)	Z Location (in)	Directional Deformation (in)
5015	12.857	0.85714	0.81994	-5.2676e-004
5016	14.143	1.2857	0.81994	-4.658e-004
5017	13.714	0.85714	0.81994	-4.8687e-004
5018	15.	1.2857	0.81994	-4.1812e-004
5019	14.571	0.85714	0.81994	-4.4144e-004
5020	15.857	1.2857	0.81994	-3.6991e-004
5021	15.429	0.85714	0.81994	-3.9398e-004
5022	16.714	1.2857	0.81994	-3.2212e-004
5023	16.286	0.85714	0.81994	-3.46e-004
5024	17.571	1.2857	0.81994	-2.7615e-004
5025	17.143	0.85714	0.81994	-2.9898e-004
5026	18.429	1.2857	0.81994	-2.3361e-004
5027	18.	0.85714	0.81994	-2.5452e-004
5028	19.286	1.2857	0.81994	-1.9632e-004
5029	18.857	0.85714	0.81994	-2.1434e-004
5030	20.143	1.2857	0.81994	-1.663e-004
5031	19.714	0.85714	0.81994	-1.8033e-004
5032	21.	1.2857	0.81994	-1.4582e-004
5033	20.571	0.85714	0.81994	-1.5455e-004
5034	21.857	1.2857	0.81994	-1.3756e-004
5035	21.429	0.85714	0.81994	-1.3935e-004
5036	22.714	1.2857	0.81994	-1.4459e-004
5037	22.286	0.85714	0.81994	-1.3758e-004
5038	23.571	1.2857	0.81994	-1.7002e-004
5039	23.143	0.85714	0.81994	-1.5265e-004
5040	24.429	1.2857	0.81994	-2.1609e-004
5041	24.	0.85714	0.81994	-1.8787e-004
5042	25.286	1.2857	0.81994	-2.8308e-004
5043	24.857	0.85714	0.81994	-2.4485e-004
5044	26.143	1.2857	0.81994	-3.6938e-004
5045	25.714	0.85714	0.81994	-3.2258e-004
5046	27.	1.2857	0.81994	-4.7247e-004
5047	26.571	0.85714	0.81994	-4.1836e-004
5048	27.857	1.2857	0.81994	-5.8986e-004
5049	27.429	0.85714	0.81994	-5.2936e-004
5050	28.714	1.2857	0.81994	-7.1948e-004
5051	28.286	0.85714	0.81994	-6.5334e-004
5052	29.571	1.2857	0.81994	-8.5962e-004
5053	29.143	0.85714	0.81994	-7.8852e-004
5054	30.429	1.2857	0.81994	-1.0088e-003
5055	30.	0.85714	0.81994	-9.3344e-004
5056	31.286	1.2857	0.81994	-1.1658e-003
5057	30.857	0.85714	0.81994	-1.0868e-003
5058	32.143	1.2857	0.81994	-1.3297e-003
5059	31.714	0.85714	0.81994	-1.2474e-003
5060	33.	1.2857	0.81994	-1.4998e-003
5061	32.571	0.85714	0.81994	-1.4146e-003
5062	33.857	1.2857	0.81994	-1.6766e-003
5063	33.429	0.85714	0.81994	-1.5877e-003
5064	34.714	1.2857	0.81994	-1.8614e-003
5065	34.286	0.85714	0.81994	-1.7668e-003
5066	35.143	0.85714	0.81994	-1.95e-003
5067	35.571	1.2857	0.81994	-2.0492e-003
5068	1.2857	0.42857	0.81994	-1.4323e-004
5069	0.85714	0.	0.81994	-1.1565e-004
5070	0.42857	0.42857	0.81994	-9.3262e-005
5071	2.1429	0.42857	0.81994	-1.9553e-004
5072	1.7143	0.	0.81994	-1.6839e-004
5073	3.	0.42857	0.81994	-2.4747e-004
5074	2.5714	0.	0.81994	-2.2154e-004
5075	3.8571	0.42857	0.81994	-2.9761e-004
5076	3.4286	0.	0.81994	-2.7302e-004
5077	4.7143	0.42857	0.81994	-3.4507e-004
5078	4.2857	0.	0.81994	-3.2198e-004
5079	5.5714	0.42857	0.81994	-3.8918e-004
5080	5.1429	0.	0.81994	-3.6782e-004
5081	6.4286	0.42857	0.81994	-4.2935e-004
5082	6.	0.	0.81994	-4.1e-004
5083	7.2857	0.42857	0.81994	-4.6503e-004
5084	6.8571	0.	0.81994	-4.4796e-004
5085	8.1429	0.42857	0.81994	-4.9571e-004
5086	7.7143	0.	0.81994	-4.8112e-004
5087	9.	0.42857	0.81994	-5.209e-004
5088	8.5714	0.	0.81994	-5.0885e-004
5089	9.8571	0.42857	0.81994	-5.3999e-004
5090	9.4286	0.	0.81994	-5.3044e-004
5091	10.714	0.42857	0.81994	-5.5153e-004
5092	10.286	0.	0.81994	-5.4461e-004
5093	11.571	0.42857	0.81994	-5.5163e-004
5094	11.143	0.	0.81994	-5.4904e-004
5095	12.429	0.42857	0.81994	-5.3565e-004
5096	12.	-5.4637e-016	0.81994	-5.4041e-004
5097	13.286	0.42857	0.81994	-5.042e-004
5098	12.857	0.	0.81994	-5.1724e-004
5099	14.143	0.42857	0.81994	-4.6312e-004
5100	13.714	0.	0.81994	-4.8221e-004
5101	15.	0.42857	0.81994	-4.1751e-004
5102	14.571	0.	0.81994	-4.3986e-004
5103	15.857	0.42857	0.81994	-3.7e-004
5104	15.429	0.	0.81994	-3.9371e-004
5105	16.714	0.42857	0.81994	-3.2244e-004
5106	16.286	0.	0.81994	-3.4624e-004
5107	17.571	0.42857	0.81994	-2.7653e-004
5108	17.143	0.	0.81994	-2.9937e-004
5109	18.429	0.42857	0.81994	-2.3397e-004
5110	18.	0.	0.81994	-2.5494e-004
5111	19.286	0.42857	0.81994	-1.9659e-004
5112	18.857	0.	0.81994	-2.1472e-004
5113	20.143	0.42857	0.81994	-1.6625e-004
5114	19.714	0.	0.81994	-1.8051e-004
5115	21.	0.42857	0.81994	-1.45e-004
5116	20.571	0.	0.81994	-1.5413e-004
5117	21.857	0.42857	0.81994	-1.3529e-004
5118	21.429	0.	0.81994	-1.3754e-004
5119	22.714	0.42857	0.81994	-1.4034e-004
5120	22.286	0.	0.81994	-1.3339e-004
5121	23.571	0.42857	0.81994	-1.6419e-004
5122	23.143	0.	0.81994	-1.4564e-004
5123	24.429	0.42857	0.81994	-2.1025e-004
5124	24.	-5.4637e-016	0.81994	-1.7948e-004
5125	25.286	0.42857	0.81994	-2.7883e-004
5126	24.857	0.	0.81994	-2.3784e-004
5127	26.143	0.42857	0.81994	-3.6711e-004
5128	25.714	0.	0.81994	-3.1839e-004
5129	27.	0.42857	0.81994	-4.7165e-004
5130	26.571	0.	0.81994	-4.1655e-004
5131	27.857	0.42857	0.81994	-5.8983e-004
5132	27.429	0.	0.81994	-5.2895e-004
5133	28.714	0.42857	0.81994	-7.1981e-004
5134	28.286	0.	0.81994	-6.5357e-004
5135	29.571	0.42857	0.81994	-8.6013e-004
5136	29.143	0.	0.81994	-7.8902e-004
5137	30.429	0.42857	0.81994	-1.0095e-003
5138	30.	0.	0.81994	-9.3411e-004
5139	31.286	0.42857	0.81994	-1.1667e-003
5140	30.857	0.	0.81994	-1.0877e-003
5141	32.143	0.42857	0.81994	-1.3308e-003
5142	31.714	0.	0.81994	-1.2485e-003
5143	33.	0.42857	0.81994	-1.5008e-003
5144	32.571	0.	0.81994	-1.4156e-003
5145	33.857	0.42857	0.81994	-1.676e-003
5146	33.429	0.	0.81994	-1.5878e-003
5147	34.714	0.42857	0.81994	-1.8547e-003
5148	34.286	0.	0.81994	-1.7633e-003
5149	35.143	0.	0.81994	-1.938e-003
5150	35.571	0.42857	0.81994	-2.0304e-003
5151	1.2857	-0.42857	0.81994	-1.401e-004
5152	0.85714	-0.85714	0.81994	-1.098e-004
5153	0.42857	-0.42857	0.81994	-8.7109e-005
5154	2.1429	-0.42857	0.81994	-1.9469e-004
5155	1.7143	-0.85714	0.81994	-1.6664e-004
5156	3.	-0.42857	0.81994	-2.4771e-004
5157	2.5714	-0.85714	0.81994	-2.2156e-004
5158	3.8571	-0.42857	0.81994	-2.9813e-004
5159	3.4286	-0.85714	0.81994	-2.7356e-004
5160	4.7143	-0.42857	0.81994	-3.4559e-004
5161	4.2857	-0.85714	0.81994	-3.2254e-004
5162	5.5714	-0.42857	0.81994	-3.8963e-004
5163	5.1429	-0.85714	0.81994	-3.683e-004
5164	6.4286	-0.42857	0.81994	-4.2974e-004
5165	6.	-0.85714	0.81994	-4.1041e-004
5166	7.2857	-0.42857	0.81994	-4.6531e-004
5167	6.8571	-0.85714	0.81994	-4.4829e-004
5168	8.1429	-0.42857	0.81994	-4.9568e-004
5169	7.7143	-0.85714	0.81994	-4.8126e-004
5170	9.	-0.42857	0.81994	-5.2005e-004
5171	8.5714	-0.85714	0.81994	-5.0851e-004
5172	9.8571	-0.42857	0.81994	-5.3729e-004
5173	9.4286	-0.85714	0.81994	-5.2898e-004
5174	10.714	-0.42857	0.81994	-5.4568e-004
5175	10.286	-0.85714	0.81994	-5.4125e-004
5176	11.571	-0.42857	0.81994	-5.4284e-004
5177	11.143	-0.85714	0.81994	-5.4342e-004
5178	12.429	-0.42857	0.81994	-5.2687e-004
5179	12.	-0.85714	0.81994	-5.337e-004
5180	13.286	-0.42857	0.81994	-4.9836e-004
5181	12.857	-0.85714	0.81994	-5.1163e-004
5182	14.143	-0.42857	0.81994	-4.6044e-004
5183	13.714	-0.85714	0.81994	-4.7887e-004
5184	15.	-0.42857	0.81994	-4.1667e-004
5185	14.571	-0.85714	0.81994	-4.3842e-004
5186	15.857	-0.42857	0.81994	-3.7001e-004
5187	15.429	-0.85714	0.81994	-3.9339e-004
5188	16.714	-0.42857	0.81994	-3.2277e-004
5189	16.286	-0.85714	0.81994	-3.4641e-004
5190	17.571	-0.42857	0.81994	-2.7695e-004
5191	17.143	-0.85714	0.81994	-2.9974e-004
5192	18.429	-0.42857	0.81994	-2.3441e-004
5193	18.	-0.85714	0.81994	-2.5536e-004
5194	19.286	-0.42857	0.81994	-1.9693e-004
5195	18.857	-0.85714	0.81994	-2.1514e-004
5196	20.143	-0.42857	0.81994	-1.6622e-004
5197	19.714	-0.85714	0.81994	-1.8076e-004
5198	21.	-0.42857	0.81994	-1.4394e-004
5199	20.571	-0.85714	0.81994	-1.5377e-004
5200	21.857	-0.42857	0.81994	-1.3193e-004
5201	21.429	-0.85714	0.81994	-1.3555e-004
5202	22.714	-0.42857	0.81994	-1.3304e-004
5203	22.286	-0.85714	0.81994	-1.2757e-004
5204	23.571	-0.42857	0.81994	-1.5321e-004
5205	23.143	-0.85714	0.81994	-1.3373e-004
5206	24.429	-0.42857	0.81994	-1.9927e-004
5207	24.	-0.85714	0.81994	-1.6384e-004
5208	25.286	-0.42857	0.81994	-2.7153e-004
5209	24.857	-0.85714	0.81994	-2.2593e-004
5210	26.143	-0.42857	0.81994	-3.6374e-004
5211	25.714	-0.85714	0.81994	-3.1257e-004
5212	27.	-0.42857	0.81994	-4.7059e-004
5213	26.571	-0.85714	0.81994	-4.1456e-004
5214	27.857	-0.42857	0.81994	-5.8983e-004
5215	27.429	-0.85714	0.81994	-5.2861e-004
5216	28.714	-0.42857	0.81994	-7.2023e-004
5217	28.286	-0.85714	0.81994	-6.5386e-004
5218	29.571	-0.42857	0.81994	-8.6074e-004
5219	29.143	-0.85714	0.81994	-7.8955e-004
5220	30.429	-0.42857	0.81994	-1.0103e-003
5221	30.	-0.85714	0.81994	-9.3477e-004
5222	31.286	-0.42857	0.81994	-1.1677e-003
5223	30.857	-0.85714	0.81994	-1.0885e-003
5224	32.143	-0.42857	0.81994	-1.3318e-003
5225	31.714	-0.85714	0.81994	-1.2494e-003
5226	33.	-0.42857	0.81994	-1.5013e-003
5227	32.571	-0.85714	0.81994	-1.4162e-003
5228	33.857	-0.42857	0.81994	-1.6744e-003
5229	33.429	-0.85714	0.81994	-1.5872e-003
5230	34.714	-0.42857	0.81994	-1.8482e-003
5231	34.286	-0.85714	0.81994	-1.76e-003
5232	35.143	-0.85714	0.81994	-1.9306e-003
5233	35.571	-0.42857	0.81994	-2.0174e-003
5234	1.2857	-1.2857	0.81994	-1.3636e-004
5235	0.85714	-1.7143	0.81994	-1.0288e-004
5236	0.42857	-1.2857	0.81994	-7.6305e-005
5237	2.1429	-1.2857	0.81994	-1.9441e-004
5238	1.7143	-1.7143	0.81994	-1.6572e-004
5239	3.	-1.2857	0.81994	-2.4821e-004
5240	2.5714	-1.7143	0.81994	-2.2201e-004
5241	3.8571	-1.2857	0.81994	-2.9872e-004
5242	3.4286	-1.7143	0.81994	-2.7414e-004
5243	4.7143	-1.2857	0.81994	-3.4607e-004
5244	4.2857	-1.7143	0.81994	-3.23e-004
5245	5.5714	-1.2857	0.81994	-3.9002e-004
5246	5.1429	-1.7143	0.81994	-3.6865e-004
5247	6.4286	-1.2857	0.81994	-4.3006e-004
5248	6.	-1.7143	0.81994	-4.1069e-004
5249	7.2857	-1.2857	0.81994	-4.6553e-004
5250	6.8571	-1.7143	0.81994	-4.485e-004
5251	8.1429	-1.2857	0.81994	-4.9563e-004
5252	7.7143	-1.7143	0.81994	-4.8135e-004
5253	9.	-1.2857	0.81994	-5.1938e-004
5254	8.5714	-1.7143	0.81994	-5.0829e-004
5255	9.8571	-1.2857	0.81994	-5.3547e-004
5256	9.4286	-1.7143	0.81994	-5.2813e-004
5257	10.714	-1.2857	0.81994	-5.4228e-004
5258	10.286	-1.7143	0.81994	-5.3941e-004
5259	11.571	-1.2857	0.81994	-5.3817e-004
5260	11.143	-1.7143	0.81994	-5.4056e-004
5261	12.429	-1.2857	0.81994	-5.222e-004
5262	12.	-1.7143	0.81994	-5.3038e-004
5263	13.286	-1.2857	0.81994	-4.9497e-004
5264	12.857	-1.7143	0.81994	-5.0877e-004
5265	14.143	-1.2857	0.81994	-4.5862e-004
5266	13.714	-1.7143	0.81994	-4.7704e-004
5267	15.	-1.2857	0.81994	-4.1602e-004
5268	14.571	-1.7143	0.81994	-4.3758e-004
5269	15.857	-1.2857	0.81994	-3.6999e-004
5270	15.429	-1.7143	0.81994	-3.9319e-004
5271	16.714	-1.2857	0.81994	-3.2302e-004
5272	16.286	-1.7143	0.81994	-3.4653e-004
5273	17.571	-1.2857	0.81994	-2.7731e-004
5274	17.143	-1.7143	0.81994	-2.9999e-004
5275	18.429	-1.2857	0.81994	-2.348e-004
5276	18.	-1.7143	0.81994	-2.5567e-004
5277	19.286	-1.2857	0.81994	-1.9729e-004
5278	18.857	-1.7143	0.81994	-2.1546e-004
5279	20.143	-1.2857	0.81994	-1.6631e-004
5280	19.714	-1.7143	0.81994	-1.8101e-004
5281	21.	-1.2857	0.81994	-1.4316e-004
5282	20.571	-1.7143	0.81994	-1.5371e-004
5283	21.857	-1.2857	0.81994	-1.2857e-004
5284	21.429	-1.7143	0.81994	-1.3425e-004
5285	22.714	-1.2857	0.81994	-1.239e-004
5286	22.286	-1.7143	0.81994	-1.2259e-004
5287	23.571	-1.2857	0.81994	-1.3623e-004
5288	23.143	-1.7143	0.81994	-1.1921e-004
5289	24.429	-1.2857	0.81994	-1.8229e-004
5290	24.	-1.7143	0.81994	-1.4125e-004
5291	25.286	-1.2857	0.81994	-2.6238e-004
5292	24.857	-1.7143	0.81994	-2.114e-004
5293	26.143	-1.2857	0.81994	-3.6038e-004
5294	25.714	-1.7143	0.81994	-3.0759e-004
5295	27.	-1.2857	0.81994	-4.6982e-004
5296	26.571	-1.7143	0.81994	-4.1326e-004
5297	27.857	-1.2857	0.81994	-5.8995e-004
5298	27.429	-1.7143	0.81994	-5.2856e-004
5299	28.714	-1.2857	0.81994	-7.2065e-004
5300	28.286	-1.7143	0.81994	-6.5414e-004
5301	29.571	-1.2857	0.81994	-8.6127e-004
5302	29.143	-1.7143	0.81994	-7.8994e-004
5303	30.429	-1.2857	0.81994	-1.0109e-003
5304	30.	-1.7143	0.81994	-9.3522e-004
5305	31.286	-1.2857	0.81994	-1.1684e-003
5306	30.857	-1.7143	0.81994	-1.089e-003
5307	32.143	-1.2857	0.81994	-1.3325e-003
5308	31.714	-1.7143	0.81994	-1.2499e-003
5309	33.	-1.2857	0.81994	-1.5014e-003
5310	32.571	-1.7143	0.81994	-1.4165e-003
5311	33.857	-1.2857	0.81994	-1.6729e-003
5312	33.429	-1.7143	0.81994	-1.5867e-003
5313	34.714	-1.2857	0.81994	-1.844e-003
5314	34.286	-1.7143	0.81994	-1.7578e-003
5315	35.143	-1.7143	0.81994	-1.9267e-003
5316	35.571	-1.2857	0.81994	-2.011e-003
5317	1.2857	-2.1429	0.81994	-1.3497e-004
5318	0.42857	-2.1429	0.81994	-6.2121e-005
5319	0.85714	-2.5714	0.81994	-9.6931e-005
5320	2.1429	-2.1429	0.81994	-1.9468e-004
5321	1.7143	-2.5714	0.81994	-1.6605e-004
5322	3.	-2.1429	0.81994	-2.4877e-004
5323	2.5714	-2.5714	0.81994	-2.224e-004
5324	3.8571	-2.1429	0.81994	-2.9912e-004
5325	3.4286	-2.5714	0.81994	-2.7442e-004
5326	4.7143	-2.1429	0.81994	-3.4636e-004
5327	4.2857	-2.5714	0.81994	-3.232e-004
5328	5.5714	-2.1429	0.81994	-3.9024e-004
5329	5.1429	-2.5714	0.81994	-3.6879e-004
5330	6.4286	-2.1429	0.81994	-4.3023e-004
5331	6.	-2.5714	0.81994	-4.1079e-004
5332	7.2857	-2.1429	0.81994	-4.6565e-004
5333	6.8571	-2.5714	0.81994	-4.4858e-004
5334	8.1429	-2.1429	0.81994	-4.9562e-004
5335	7.7143	-2.5714	0.81994	-4.8139e-004
5336	9.	-2.1429	0.81994	-5.1908e-004
5337	8.5714	-2.5714	0.81994	-5.0823e-004
5338	9.8571	-2.1429	0.81994	-5.3466e-004
5339	9.4286	-2.5714	0.81994	-5.2787e-004
5340	10.714	-2.1429	0.81994	-5.4083e-004
5341	10.286	-2.5714	0.81994	-5.3886e-004
5342	11.571	-2.1429	0.81994	-5.3625e-004
5343	11.143	-2.5714	0.81994	-5.3971e-004
5344	12.429	-2.1429	0.81994	-5.2027e-004
5345	12.	-2.5714	0.81994	-5.2941e-004
5346	13.286	-2.1429	0.81994	-4.9352e-004
5347	12.857	-2.5714	0.81994	-5.0792e-004
5348	14.143	-2.1429	0.81994	-4.5782e-004
5349	13.714	-2.5714	0.81994	-4.7648e-004
5350	15.	-2.1429	0.81994	-4.1573e-004
5351	14.571	-2.5714	0.81994	-4.3733e-004
5352	15.857	-2.1429	0.81994	-3.7e-004
5353	15.429	-2.5714	0.81994	-3.9314e-004
5354	16.714	-2.1429	0.81994	-3.2316e-004
5355	16.286	-2.5714	0.81994	-3.4658e-004
5356	17.571	-2.1429	0.81994	-2.775e-004
5357	17.143	-2.5714	0.81994	-3.0008e-004
5358	18.429	-2.1429	0.81994	-2.3502e-004
5359	18.	-2.5714	0.81994	-2.5578e-004
5360	19.286	-2.1429	0.81994	-1.9752e-004
5361	18.857	-2.5714	0.81994	-2.1559e-004
5362	20.143	-2.1429	0.81994	-1.6648e-004
5363	19.714	-2.5714	0.81994	-1.8114e-004
5364	21.	-2.1429	0.81994	-1.4296e-004
5365	20.571	-2.5714	0.81994	-1.5383e-004
5366	21.857	-2.1429	0.81994	-1.2687e-004
5367	21.429	-2.5714	0.81994	-1.3377e-004
5368	22.714	-2.1429	0.81994	-1.1621e-004
5369	22.286	-2.5714	0.81994	-1.216e-004
5370	23.571	-2.1429	0.81994	-1.0305e-004
5371	23.143	-2.5714	0.81994	-1.0227e-004
5372	24.429	-2.1429	0.81994	-1.4911e-004
5373	24.	-2.5714	0.81994	-7.2983e-005
5374	25.286	-2.1429	0.81994	-2.5469e-004
5375	24.857	-2.5714	0.81994	-1.9446e-004
5376	26.143	-2.1429	0.81994	-3.5869e-004
5377	25.714	-2.5714	0.81994	-3.066e-004
5378	27.	-2.1429	0.81994	-4.6962e-004
5379	26.571	-2.5714	0.81994	-4.1278e-004
5380	27.857	-2.1429	0.81994	-5.9013e-004
5381	27.429	-2.5714	0.81994	-5.2868e-004
5382	28.714	-2.1429	0.81994	-7.2091e-004
5383	28.286	-2.5714	0.81994	-6.5428e-004
5384	29.571	-2.1429	0.81994	-8.6156e-004
5385	29.143	-2.5714	0.81994	-7.901e-004
5386	30.429	-2.1429	0.81994	-1.0112e-003
5387	30.	-2.5714	0.81994	-9.3539e-004
5388	31.286	-2.1429	0.81994	-1.1688e-003
5389	30.857	-2.5714	0.81994	-1.0892e-003
5390	32.143	-2.1429	0.81994	-1.3328e-003
5391	31.714	-2.5714	0.81994	-1.2501e-003
5392	33.	-2.1429	0.81994	-1.5013e-003
5393	32.571	-2.5714	0.81994	-1.4166e-003
5394	33.857	-2.1429	0.81994	-1.672e-003
5395	33.429	-2.5714	0.81994	-1.5865e-003
5396	34.714	-2.1429	0.81994	-1.842e-003
5397	34.286	-2.5714	0.81994	-1.7571e-003
5398	35.571	-2.1429	0.81994	-2.0085e-003
5399	35.143	-2.5714	0.81994	-1.9254e-003
5400	0.	1.7143	0.81994	-7.4027e-005
5401	0.	2.5714	0.81994	-7.4122e-005
5402	0.	2.1429	0.44494	-7.4205e-005
5403	0.	0.85714	0.81994	-7.2334e-005
5404	0.	1.2857	0.44494	-7.3542e-005
5405	0.	-5.4637e-016	0.81994	-6.7169e-005
5406	0.	0.42857	0.44494	-7.0348e-005
5407	0.	-0.85714	0.81994	-5.7886e-005
5408	0.	-0.42857	0.44494	-6.3023e-005
5409	0.	-1.7143	0.81994	-3.7678e-005
5410	0.	-1.2857	0.44494	-5.0059e-005
5411	0.	-2.5714	0.81994	-6.4063e-006
5412	0.	-2.1429	0.44494	-2.3379e-005
5413	36.	1.7143	0.81994	-2.1554e-003
5414	36.	2.5714	0.81994	-2.2587e-003
5415	36.	2.1429	0.44494	-2.1771e-003
5416	36.	0.85714	0.81994	-2.1254e-003
5417	36.	1.2857	0.44494	-2.1428e-003
5418	36.	-5.4637e-016	0.81994	-2.1038e-003
5419	36.	0.42857	0.44494	-2.1119e-003
5420	36.	-0.85714	0.81994	-2.0941e-003
5421	36.	-0.42857	0.44494	-2.0983e-003
5422	36.	-1.7143	0.81994	-2.0905e-003
5423	36.	-1.2857	0.44494	-2.0916e-003
5424	36.	-2.5714	0.81994	-2.0904e-003
5425	36.	-2.1429	0.44494	-2.0903e-003
5426	25.286	3.	0.81994	-2.8518e-004
5427	24.429	3.	0.81994	-2.1887e-004
5428	24.857	3.	0.44494	-2.4956e-004
5429	26.143	3.	0.81994	-3.7055e-004
5430	25.714	3.	0.44494	-3.2562e-004
5431	27.	3.	0.81994	-4.729e-004
5432	26.571	3.	0.44494	-4.1977e-004
5433	27.857	3.	0.81994	-5.8986e-004
5434	27.429	3.	0.44494	-5.2971e-004
5435	28.714	3.	0.81994	-7.1927e-004
5436	28.286	3.	0.44494	-6.5315e-004
5437	29.571	3.	0.81994	-8.593e-004
5438	29.143	3.	0.44494	-7.8808e-004
5439	30.429	3.	0.81994	-1.0084e-003
5440	30.	3.	0.44494	-9.3281e-004
5441	31.286	3.	0.81994	-1.1652e-003
5442	30.857	3.	0.44494	-1.0859e-003
5443	32.143	3.	0.81994	-1.3287e-003
5444	31.714	3.	0.44494	-1.2462e-003
5445	33.	3.	0.81994	-1.4984e-003
5446	32.571	3.	0.44494	-1.4129e-003
5447	33.857	3.	0.81994	-1.6748e-003
5448	33.429	3.	0.44494	-1.5853e-003
5449	34.714	3.	0.81994	-1.8644e-003
5450	34.286	3.	0.44494	-1.7688e-003
5451	35.571	3.	0.81994	-2.0924e-003
5452	35.143	3.	0.44494	-1.9674e-003
5453	36.	3.	0.44494	-2.3523e-003
5454	25.286	-3.	0.81994	-2.5517e-004
5455	24.429	-3.	0.81994	-1.2264e-004
5456	24.857	-3.	0.44494	-1.9492e-004
5457	26.143	-3.	0.81994	-3.579e-004
5458	25.714	-3.	0.44494	-3.0526e-004
5459	27.	-3.	0.81994	-4.6979e-004
5460	26.571	-3.	0.44494	-4.1302e-004
5461	27.857	-3.	0.81994	-5.9014e-004
5462	27.429	-3.	0.44494	-5.2867e-004
5463	28.714	-3.	0.81994	-7.2098e-004
5464	28.286	-3.	0.44494	-6.5432e-004
5465	29.571	-3.	0.81994	-8.6162e-004
5466	29.143	-3.	0.44494	-7.9013e-004
5467	30.429	-3.	0.81994	-1.0113e-003
5468	30.	-3.	0.44494	-9.3541e-004
5469	31.286	-3.	0.81994	-1.1688e-003
5470	30.857	-3.	0.44494	-1.0892e-003
5471	32.143	-3.	0.81994	-1.3328e-003
5472	31.714	-3.	0.44494	-1.2502e-003
5473	33.	-3.	0.81994	-1.5013e-003
5474	32.571	-3.	0.44494	-1.4167e-003
5475	33.857	-3.	0.81994	-1.6719e-003
5476	33.429	-3.	0.44494	-1.5865e-003
5477	34.714	-3.	0.81994	-1.8416e-003
5478	34.286	-3.	0.44494	-1.757e-003
5479	35.571	-3.	0.81994	-2.0081e-003
5480	35.143	-3.	0.44494	-1.9253e-003
5481	36.	-3.	0.44494	-2.0905e-003
5482	13.286	3.	0.81994	-5.1729e-004
5483	12.429	3.	0.81994	-5.9698e-004
5484	12.857	3.	0.44494	-5.5163e-004
5485	14.143	3.	0.81994	-4.6779e-004
5486	13.714	3.	0.44494	-4.9277e-004
5487	15.	3.	0.81994	-4.1814e-004
5488	14.571	3.	0.44494	-4.4272e-004
5489	15.857	3.	0.81994	-3.6975e-004
5490	15.429	3.	0.44494	-3.9397e-004
5491	16.714	3.	0.81994	-3.2186e-004
5492	16.286	3.	0.44494	-3.4568e-004
5493	17.571	3.	0.81994	-2.759e-004
5494	17.143	3.	0.44494	-2.9859e-004
5495	18.429	3.	0.81994	-2.3338e-004
5496	18.	3.	0.44494	-2.5413e-004
5497	19.286	3.	0.81994	-1.9615e-004
5498	18.857	3.	0.44494	-2.1401e-004
5499	20.143	3.	0.81994	-1.663e-004
5500	19.714	3.	0.44494	-1.8019e-004
5501	21.	3.	0.81994	-1.4625e-004
5502	20.571	3.	0.44494	-1.5492e-004
5503	21.857	3.	0.81994	-1.3873e-004
5504	21.429	3.	0.44494	-1.4077e-004
5505	22.714	3.	0.81994	-1.4669e-004
5506	22.286	3.	0.44494	-1.4062e-004
5507	23.571	3.	0.81994	-1.7281e-004
5508	23.143	3.	0.44494	-1.5736e-004
5509	24.	3.	0.44494	-1.9331e-004
5510	0.42857	3.	0.81994	-9.7939e-005
5511	0.	3.	0.44494	-7.4101e-005
5512	1.2857	3.	0.81994	-1.4657e-004
5513	0.85714	3.	0.44494	-1.2208e-004
5514	2.1429	3.	0.81994	-1.9681e-004
5515	1.7143	3.	0.44494	-1.716e-004
5516	3.	3.	0.81994	-2.4746e-004
5517	2.5714	3.	0.44494	-2.2223e-004
5518	3.8571	3.	0.81994	-2.9708e-004
5519	3.4286	3.	0.44494	-2.7254e-004
5520	4.7143	3.	0.81994	-3.4444e-004
5521	4.2857	3.	0.44494	-3.2117e-004
5522	5.5714	3.	0.81994	-3.8858e-004
5523	5.1429	3.	0.44494	-3.6701e-004
5524	6.4286	3.	0.81994	-4.2878e-004
5525	6.	3.	0.44494	-4.0926e-004
5526	7.2857	3.	0.81994	-4.6451e-004
5527	6.8571	3.	0.44494	-4.4728e-004
5528	8.1429	3.	0.81994	-4.955e-004
5529	7.7143	3.	0.44494	-4.8065e-004
5530	9.	3.	0.81994	-5.2156e-004
5531	8.5714	3.	0.44494	-5.0918e-004
5532	9.8571	3.	0.81994	-5.4467e-004
5533	9.4286	3.	0.44494	-5.3334e-004
5534	10.714	3.	0.81994	-5.6463e-004
5535	10.286	3.	0.44494	-5.5519e-004
5536	11.571	3.	0.81994	-6.1296e-004
5537	11.143	3.	0.44494	-5.8344e-004
5538	12.	3.	0.44494	-6.8411e-004
5539	0.42857	-3.	0.81994	-4.723e-005
5540	0.	-3.	0.44494	1.215e-005
5541	1.2857	-3.	0.81994	-1.3201e-004
5542	0.85714	-3.	0.44494	-9.9857e-005
5543	2.1429	-3.	0.81994	-1.9542e-004
5544	1.7143	-3.	0.44494	-1.6584e-004
5545	3.	-3.	0.81994	-2.4878e-004
5546	2.5714	-3.	0.44494	-2.2263e-004
5547	3.8571	-3.	0.81994	-2.9924e-004
5548	3.4286	-3.	0.44494	-2.7451e-004
5549	4.7143	-3.	0.81994	-3.4641e-004
5550	4.2857	-3.	0.44494	-3.2327e-004
5551	5.5714	-3.	0.81994	-3.9028e-004
5552	5.1429	-3.	0.44494	-3.6885e-004
